voiceID,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,label_x,mfcc_feature0,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,label_y
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk2.wav,188.8545519890541,19.970523809021973,11.343473959358912,0.03014667768278462,0.0001605917759251048,0.014043340218456197,0.013662261300512617,0.08406499671580177,0.9638285817781085,0.029209610035376452,0.04271961631685685,0,850.3171064132586,198.09654037590846,89.50485271465283,63.167843499170466,64.33496334830072,15.34501923282234,-31.59733025561797,-1.8299230256673913,-45.75523168971661,-12.21546378122287,7.181480650120354,-29.826280117011798,-18.597959515579795,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk3.wav,214.3288248469438,19.899867660001863,20.692338549154158,0.011554260866451182,5.372094876785784e-05,0.0040587492477926965,0.0051532353572575134,0.057792775845698974,0.5381125660715165,0.01981784965699632,0.029960079728190682,0,820.0470687661149,214.34184676472836,114.31295498736083,82.32378732976167,38.50209680627023,3.9725902027566176,-38.672804933473685,14.113330219166917,-14.439181599625181,-22.478019138828383,-26.47643426130293,-45.93280604525984,-15.171862635783336,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk8.wav,217.6315240422576,49.5580343073221,12.884778206991417,0.02639248712464406,0.00012154515915912471,0.014579299491711587,0.011823019396579754,0.08513815084560006,0.8735394497487918,0.03227527829968814,0.04265289414524906,0,818.3151893060315,223.61312439097125,66.3429836188602,60.85841786432392,9.37036173216172,-14.193564848551555,-23.956430982482566,18.681202831635638,-34.20483206632603,-4.1714759508896915,3.7104324464344107,-37.67165491148882,-14.202728116974292,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk7.wav,198.3755336415482,31.01339049118211,10.707737687358065,0.028615593675937922,0.0001446453952471318,0.011992124898110279,0.012530204553627421,0.10284308629786175,1.019116161537104,0.04348873606186607,0.058576967438622576,0,787.5573038183176,203.9622159831852,91.39567108899314,47.26493127075111,42.519806519326885,16.070086440834825,-34.04691896600651,-2.3648038799340547,-30.208684738610817,-5.093003979435723,-0.03305131486711424,-23.71944187490601,-19.915062009271622,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk23.wav,226.4501221020556,34.363458251048655,11.25651421196513,0.01873013462473261,8.23909307411842e-05,0.007895339382524593,0.007914557443129354,0.07901664791061795,0.7533596069407803,0.02843671582412762,0.03436819449862813,0,854.8869594810774,158.5618784713996,66.8260256473994,42.73129530540742,-4.329022690794156,4.724258949845606,-25.660702962265052,8.949376894567685,-27.73523241479161,-10.25212144434908,-5.337176993719588,-21.582629931861185,-27.04118737740091,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk13.wav,189.14582781107538,13.871112192106295,14.91906356239098,0.02018879870732303,0.00010679699035444393,0.008768731032597966,0.011415127609699423,0.07434617914976142,0.8036001136766038,0.028833987156276976,0.042527547004477445,0,845.9024316910877,253.64842365796045,113.08275895742533,72.22571241758132,32.788356124643144,-0.8463076921524604,-35.690801931246085,13.296010848202261,-7.485769011989284,-18.85741511493779,-9.370829615402062,-41.77157244264036,-19.494358854573086,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk25.wav,224.9007194221504,67.823621082844,10.037066458388983,0.030417304436767403,0.00013688572676989955,0.014312197000466152,0.0139383297720716,0.09954822768653,1.020313379826175,0.04090008392792091,0.05692813529871095,0,798.1452693226269,256.3995804382396,77.0560864643967,15.907887112705223,34.73410921432375,-12.48248593774381,-43.524887021621595,8.020877930952118,-27.958187531986383,-0.3364197106863594,-7.259064279400237,-24.051145413942,-31.5289277527379,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk26.wav,201.52426391707397,45.93706127589962,10.54344919188843,0.02896637373244869,0.00014418465740644214,0.014008065415103767,0.01400191369486806,0.11762321170756809,1.1341724213149456,0.04739989625689593,0.060637905459968826,0,894.6418064236879,178.89530088465364,69.84999068743484,45.92557520999015,24.464560281344458,20.775074469314916,-19.83882944006453,0.7731152378101968,-32.45752280081665,-2.1775700198074075,4.158919269173499,-21.198901263556625,-29.343682662534682,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk12.wav,199.1013549455196,45.36850537434903,14.10623618994633,0.0214228049056057,0.0001069464371935045,0.0097547436589352,0.01000557820955505,0.07767939498261114,0.8002467846518169,0.029220586087345117,0.04395519269696624,0,816.6499047741289,249.81472466898794,84.7410427922964,52.664993254197775,48.82618724150614,-1.533599221417186,-28.61267480099836,-0.11725619130969063,-26.204153412068745,-15.60136994727395,-12.441216160047592,-35.97729774611699,-18.608486682399462,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk15.wav,183.40340623122998,57.25962693588812,12.146381415701791,0.024289069771062374,0.00013261392452414164,0.01051433608952142,0.010310094429034923,0.10361937534601902,0.9856304997494278,0.04206985407972325,0.052320270453206835,0,775.9927501055337,183.1537562902616,87.25597937382706,46.74142868204088,35.85624271182629,18.27804801371706,-16.832802502560565,-2.960365797492497,-22.44489089552501,-0.5208242484462928,-2.5140756568493203,-20.37258171645209,-22.30987673451996,0
